country,currency,reference_number,fiscal_id,document_type,total_invoice,issued_date,payment_date,contact_company,contact_telephone,contact_email,payer_company,status
CL,CLP,142,76475594-4,33,"17,665,339.00",18-03-2022,18-04-2022,Tec Mill Importaciones Ltda,99989845,hpillado@tecmillchile.cl,AGRICOLA SUPER,Disponible
CL,CLP,212382,80393200-K,33,"4,192,965.00",18-03-2022,18-04-2022,MOLINOS CUNACO S A,226162400,rcovacevich@molinoscunaco.cl,AGRICOLA SUPER,Disponible
CL,CLP,70314,77597320-K,33,"85,183.00",17-03-2022,18-04-2022,LABORATORIO DE ANALISIS Y DE SERVIC,56,nicole.gonzalez@mxns.com,AGRICOLA SUPER,Disponible
CL,CLP,18848,76380300-7,33,"18,307,156.00",17-03-2022,18-04-2022,SNF CHILE S.A.,227269801,nzuniga@snf-chile.com,AGRICOLA SUPER,Disponible
CL,CLP,722,77112711-8,33,"262,276.00",17-03-2022,18-04-2022,SOCIEDAD SIDNEY MEDLING GONZALEZ LT,984592174,sidney_smg@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,70322,78924940-7,33,"61,513.00",17-03-2022,18-04-2022,EMPRESA DE MANTENCION INDUSTRIAL,228320306,y.cubillos@em-ind.cl,AGRICOLA SUPER,Disponible
CL,CLP,325,76864236-2,33,"7,597,549.00",17-03-2022,18-04-2022,FUMIGACION SAN CRISTOBAL SPA,9966,elbiopintocorrotea@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,6793,96766590-8,33,"88,529,260.00",16-03-2022,18-04-2022,Lota Protein S.A.,412446200,lcortes@lotaprotein.cl,AGRICOLA SUPER,Disponible
CL,CLP,18841,76380300-7,33,"30,967,331.00",17-03-2022,18-04-2022,SNF CHILE S.A.,227269801,nzuniga@snf-chile.com,AGRICOLA SUPER,Disponible
CL,CLP,18847,76380300-7,33,"28,198,488.00",17-03-2022,18-04-2022,SNF CHILE S.A.,227269801,nzuniga@snf-chile.com,AGRICOLA SUPER,Disponible
CL,CLP,4214,76218849-K,33,"910,931.00",18-03-2022,18-04-2022,AGROVENTILACION SPA,22,mpizarro@agroventilacion.cl,AGRICOLA SUPER,Disponible
CL,CLP,666145,78928030-4,33,"55,216.00",18-03-2022,18-04-2022,Eecol Ind.Electric Sudamerica Ltda,7360580,v.bustamante@eecol.cl,AGRICOLA SUPER,Disponible
CL,CLP,666149,78928030-4,33,"486,662.00",18-03-2022,18-04-2022,Eecol Ind.Electric Sudamerica Ltda,7360580,v.bustamante@eecol.cl,AGRICOLA SUPER,Disponible
CL,CLP,720,77112711-8,33,"262,276.00",17-03-2022,18-04-2022,SOCIEDAD SIDNEY MEDLING GONZALEZ LT,984592174,sidney_smg@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,4999,76034174-6,34,"1,621,470.00",18-03-2022,18-04-2022,VERGARA GALINDO CORREA ABOGADOS LIM,2368077,gperez@vgcabogados.cl,AGRICOLA SUPER,Disponible
CL,CLP,18843,76380300-7,33,"24,001,234.00",17-03-2022,18-04-2022,SNF CHILE S.A.,227269801,nzuniga@snf-chile.com,AGRICOLA SUPER,Disponible
CL,CLP,212302,80393200-K,33,"4,361,648.00",17-03-2022,18-04-2022,MOLINOS CUNACO S A,226162400,rcovacevich@molinoscunaco.cl,AGRICOLA SUPER,Disponible
CL,CLP,256,77141162-2,33,"2,145,725.00",17-03-2022,18-04-2022,SMU INGENIERIA SPA,991307183,SMELLA@SEMU.CL,AGRICOLA SUPER,Disponible
CL,CLP,18846,76380300-7,33,"13,297,736.00",17-03-2022,18-04-2022,SNF CHILE S.A.,227269801,nzuniga@snf-chile.com,AGRICOLA SUPER,Disponible
CL,CLP,70317,78924940-7,33,"178,092.00",17-03-2022,18-04-2022,EMPRESA DE MANTENCION INDUSTRIAL,228320306,y.cubillos@em-ind.cl,AGRICOLA SUPER,Disponible
CL,CLP,70315,78924940-7,33,"142,969.00",17-03-2022,18-04-2022,EMPRESA DE MANTENCION INDUSTRIAL,228320306,y.cubillos@em-ind.cl,AGRICOLA SUPER,Disponible
CL,CLP,70318,78924940-7,33,"178,092.00",17-03-2022,18-04-2022,EMPRESA DE MANTENCION INDUSTRIAL,228320306,y.cubillos@em-ind.cl,AGRICOLA SUPER,Disponible
CL,CLP,723,77112711-8,33,"364,140.00",17-03-2022,18-04-2022,SOCIEDAD SIDNEY MEDLING GONZALEZ LT,984592174,sidney_smg@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,724,77112711-8,33,"364,140.00",17-03-2022,18-04-2022,SOCIEDAD SIDNEY MEDLING GONZALEZ LT,984592174,sidney_smg@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,1088,12777577-K,33,"273,700.00",17-03-2022,18-04-2022,ELADIO ENRIQUE HUERTA CASTRO,85974971,e.huertacastro@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,18842,76380300-7,33,"5,967,318.00",17-03-2022,18-04-2022,SNF CHILE S.A.,227269801,nzuniga@snf-chile.com,AGRICOLA SUPER,Disponible
CL,CLP,4268826,81756300-7,33,"269,893.00",17-03-2022,18-04-2022,Villar Hermanos SA,6983185,ricardo.muller@villar.cl,AGRICOLA SUPER,Disponible
CL,CLP,484,77392779-0,33,"16,065.00",17-03-2022,18-04-2022,COLOMA SPA,972166848,colomacomercilizadora@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,70323,78924940-7,33,"354,690.00",17-03-2022,18-04-2022,EMPRESA DE MANTENCION INDUSTRIAL,228320306,y.cubillos@em-ind.cl,AGRICOLA SUPER,Disponible
CL,CLP,721,77112711-8,33,"262,276.00",17-03-2022,18-04-2022,SOCIEDAD SIDNEY MEDLING GONZALEZ LT,984592174,sidney_smg@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,70324,78924940-7,33,"354,690.00",17-03-2022,18-04-2022,EMPRESA DE MANTENCION INDUSTRIAL,228320306,y.cubillos@em-ind.cl,AGRICOLA SUPER,Disponible
CL,CLP,70319,78924940-7,33,"178,092.00",17-03-2022,18-04-2022,EMPRESA DE MANTENCION INDUSTRIAL,228320306,y.cubillos@em-ind.cl,AGRICOLA SUPER,Disponible
CL,CLP,18844,76380300-7,33,"28,588,148.00",17-03-2022,18-04-2022,SNF CHILE S.A.,227269801,nzuniga@snf-chile.com,AGRICOLA SUPER,Disponible
CL,CLP,26,77394131-9,34,"7,604,362.00",17-03-2022,18-04-2022,LAIZ Y ASOCIADOS SPA,999981932,claiz@laizasociados.cl,AGRICOLA SUPER,Disponible
CL,CLP,1021,76517669-7,33,"346,290.00",18-03-2022,18-04-2022,Servicio Mant Y Repuestos Nacha Ltd,83481180,mantencionesch@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,17992,85985700-0,33,"136,960.00",18-03-2022,18-04-2022,Saul Zuniga Daza y Compania Ltda.,6723850,msalas@zuniga.cl,AGRICOLA SUPER,Disponible
CL,CLP,620,13773237-8,33,"904,400.00",18-03-2022,18-04-2022,MAURICIO HERIBERTO CATALAN FARIAS,,mcatalanfarias@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,334,76925161-8,33,"3,514,165.00",18-03-2022,18-04-2022,POWER GREEN SERVICE SPA,232503653,cristopher.arias@powergreenservice.cl,AGRICOLA SUPER,Disponible
CL,CLP,898,78184320-2,33,"20,745,958.00",18-03-2022,18-04-2022,Soc de Transp. Quillaiquen Ltda.,466132,NULL,AGRICOLA SUPER,Disponible
CL,CLP,17993,85985700-0,33,"206,940.00",18-03-2022,18-04-2022,Saul Zuniga Daza y Compania Ltda.,6723850,msalas@zuniga.cl,AGRICOLA SUPER,Disponible
CL,CLP,128,77196025-1,33,"819,514.00",18-03-2022,18-04-2022,SERVICIOS GENERALES FABIAN ARCE SPA,956511137,arcefabian473@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,127,77196025-1,33,"1,443,867.00",18-03-2022,18-04-2022,SERVICIOS GENERALES FABIAN ARCE SPA,956511137,arcefabian473@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,1179,76830086-0,33,"374,850.00",18-03-2022,18-04-2022,MECHPRO SPA,999087682,fpizarro@mechpro.cl,AGRICOLA SUPER,Disponible
CL,CLP,1180,76830086-0,33,"761,600.00",18-03-2022,18-04-2022,MECHPRO SPA,999087682,fpizarro@mechpro.cl,AGRICOLA SUPER,Disponible
CL,CLP,246,77133105-K,33,"1,623,041.00",18-03-2022,18-04-2022,VALGON SERVICIOS INDUSTRIALES SPA,994485658,sebastian.valgonservicios@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,130,77196025-1,33,"389,487.00",18-03-2022,18-04-2022,SERVICIOS GENERALES FABIAN ARCE SPA,956511137,arcefabian473@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,129,77196025-1,33,"218,960.00",18-03-2022,18-04-2022,SERVICIOS GENERALES FABIAN ARCE SPA,956511137,arcefabian473@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,131,77196025-1,33,"124,355.00",18-03-2022,18-04-2022,SERVICIOS GENERALES FABIAN ARCE SPA,956511137,arcefabian473@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,132,77196025-1,33,"298,294.00",18-03-2022,18-04-2022,SERVICIOS GENERALES FABIAN ARCE SPA,956511137,arcefabian473@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,617,13773237-8,33,"2,656,675.00",18-03-2022,18-04-2022,MAURICIO HERIBERTO CATALAN FARIAS,,mcatalanfarias@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,619,13773237-8,33,"2,183,650.00",18-03-2022,18-04-2022,MAURICIO HERIBERTO CATALAN FARIAS,,mcatalanfarias@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,618,13773237-8,33,"464,100.00",18-03-2022,18-04-2022,MAURICIO HERIBERTO CATALAN FARIAS,,mcatalanfarias@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,1022,76517669-7,33,"159,460.00",18-03-2022,18-04-2022,Servicio Mant Y Repuestos Nacha Ltd,83481180,mantencionesch@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,243,77133105-K,33,"1,326,850.00",18-03-2022,18-04-2022,VALGON SERVICIOS INDUSTRIALES SPA,994485658,sebastian.valgonservicios@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,245,77133105-K,33,"452,200.00",18-03-2022,18-04-2022,VALGON SERVICIOS INDUSTRIALES SPA,994485658,sebastian.valgonservicios@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,1019,76517669-7,33,"267,726.00",18-03-2022,18-04-2022,Servicio Mant Y Repuestos Nacha Ltd,83481180,mantencionesch@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,1020,76517669-7,33,"346,290.00",18-03-2022,18-04-2022,Servicio Mant Y Repuestos Nacha Ltd,83481180,mantencionesch@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,51562,76128834-2,33,"228,480.00",18-03-2022,18-04-2022,COMERCIALIZADORA DYGGMETAL LIMITADA,229986426,lguzman.servicio@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,682945,93075000-K,33,"2,928,757.00",18-03-2022,18-04-2022,Importadora Tecnica Vignola Saic,7758385,mcorrea@vignola.cl,AGRICOLA SUPER,Disponible
CL,CLP,2058,76639079-K,33,"870,552.00",18-03-2022,18-04-2022,MINERA LA HERRADURA LIMITADA,2555048,MROBLEDO@CONCHUELA.CL,AGRICOLA SUPER,Disponible
CL,CLP,244,77133105-K,33,"1,736,310.00",18-03-2022,18-04-2022,VALGON SERVICIOS INDUSTRIALES SPA,994485658,sebastian.valgonservicios@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,282,76297689-7,33,"4,732,630.00",18-03-2022,18-04-2022,Insumos Industriales Insemist Ch. L,,ggodoy@insemist.cl,AGRICOLA SUPER,Disponible
CL,CLP,136639,89812000-7,33,"1,865,605.00",18-03-2022,18-04-2022,Artículos Deportivos Gacitúa Y Cía.,56,NULL,AGRICOLA SUPER,Disponible
CL,CLP,1018,76517669-7,33,"455,770.00",18-03-2022,18-04-2022,Servicio Mant Y Repuestos Nacha Ltd,83481180,mantencionesch@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,71,76789875-4,34,"2,471,657.00",18-03-2022,18-04-2022,SISUA DIGITAL SPA,22060482,administracion@sisuadigital.com,AGRICOLA SUPER,Disponible
CL,CLP,2181,76226913-9,33,"2,415,700.00",18-03-2022,18-04-2022,COMERCIAL QUIMALVA LTDA.,72151338,baquimicos.loayza@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,133,77196025-1,33,"417,294.00",18-03-2022,18-04-2022,SERVICIOS GENERALES FABIAN ARCE SPA,956511137,arcefabian473@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,405,76705163-8,33,"889,085.00",18-03-2022,18-04-2022,COVILI & COVILI SPA,961669872,carolinacovili@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,1178,76830086-0,33,"1,083,495.00",18-03-2022,18-04-2022,MECHPRO SPA,999087682,fpizarro@mechpro.cl,AGRICOLA SUPER,Disponible
CL,CLP,1181,76830086-0,33,"5,015,245.00",18-03-2022,18-04-2022,MECHPRO SPA,999087682,fpizarro@mechpro.cl,AGRICOLA SUPER,Disponible
CL,CLP,682946,93075000-K,33,"3,103,493.00",18-03-2022,18-04-2022,Importadora Tecnica Vignola Saic,7758385,mcorrea@vignola.cl,AGRICOLA SUPER,Disponible
CL,CLP,2183,76226913-9,33,"2,415,700.00",18-03-2022,18-04-2022,COMERCIAL QUIMALVA LTDA.,72151338,baquimicos.loayza@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,2182,76226913-9,33,"2,415,700.00",18-03-2022,18-04-2022,COMERCIAL QUIMALVA LTDA.,72151338,baquimicos.loayza@hotmail.com,AGRICOLA SUPER,Disponible
CL,CLP,417660,79691740-7,33,"337,848.00",18-03-2022,18-04-2022,Automotora Alameda Ltda.,230446,Pamela.cortes@automotoraalameda.cl,AGRICOLA SUPER,Disponible
CL,CLP,248,77133105-K,33,"417,256.00",18-03-2022,18-04-2022,VALGON SERVICIOS INDUSTRIALES SPA,994485658,sebastian.valgonservicios@gmail.com,AGRICOLA SUPER,Disponible
CL,CLP,5531491,80409800-3,33,"150,473.00",18-03-2022,18-04-2022,ELECTRICIDAD GOBANTES S.A.,6900218,cesar.acevedo@gobantes.cl,AGRICOLA SUPER,Disponible
CL,CLP,3097,77578010-K,33,"1,614,830.00",18-03-2022,18-04-2022,INGENIERIA DE PROCESOS SPA,229200655,Info@ingimex.cl,AGRICOLA SUPER,Disponible
CL,CLP,1708266,76541630-2,33,"2,399,040.00",16-03-2022,02-05-2022,SOCIEDAD PUNTA DE LOBOS S.A.,24696200,TER-K-PLUS-S@PROD.OPENDTE.CL,AGRICOLA SUPER,Disponible
CL,CLP,666148,78928030-4,33,"2,944,334.00",18-03-2022,18-04-2022,Eecol Ind.Electric Sudamerica Ltda,7360580,v.bustamante@eecol.cl,AGRICOLA SUPER,Disponible
CL,CLP,2479339,86887200-4,33,"44,982.00",18-03-2022,17-05-2022,Comercializadora de Art. Proteccion,228060,Cecilia.neira@apro.cl,SOPRAVAL S.A.,Disponible
CL,CLP,489287,84144400-0,33,"1,032,722.00",17-03-2022,16-05-2022,Industrial y Comercial Solucorp Ltd,3637000,oc_fbendeck@solucorp.com,SOPRAVAL S.A.,Disponible
CL,CLP,4029,76475806-4,33,"1,997,891.00",12-03-2022,11-04-2022,SOCIEDAD COMERCIAL Y SERVICIOS PARA,966751418,wgodoy@mantisa.cl,SOPRAVAL S.A.,Disponible
CL,CLP,111686,83641100-5,33,"1,043,620.00",09-03-2022,08-04-2022,Agrovet Spa,6405750,mcaceres@grupomathiesen.com,SOPRAVAL S.A.,Disponible
CL,CLP,105237,99549330-6,33,"707,747.00",08-03-2022,07-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,SOPRAVAL S.A.,Disponible
CL,CLP,9320,76396611-9,33,"2,499,923.00",14-03-2022,13-04-2022,LARRAIN CORRETAJES LIMITADA,32236057,OPERACIONES@TCF.CL,SOPRAVAL S.A.,Disponible
CL,CLP,5260,78490670-1,33,"28,660,174.00",11-03-2022,11-04-2022,COMERCIAL E IMPORTADORA ALLTECH,642620152,MHennicke@Alltech.com,SOPRAVAL S.A.,Disponible
CL,CLP,12033,76161964-0,33,"772,940.00",10-03-2022,11-04-2022,Impor. Y Export. Austral Group Ltda,27898294,marcial.diaz@australgroup.cl,SOPRAVAL S.A.,Disponible
CL,CLP,3143,76107765-1,33,"5,488,732.00",17-03-2022,18-04-2022,CITREX CHILE SPA.,332318302,svaldes@citrexchile.cl,SOPRAVAL S.A.,Disponible
CL,CLP,97687,78075630-6,33,"1,725,500.00",16-03-2022,18-04-2022,Sew Eurodrive Chile Motores Reducto,7577000,alejandro.jara@sew-eurodrive.cl,SOPRAVAL S.A.,Disponible
CL,CLP,97686,78075630-6,33,"666,400.00",16-03-2022,18-04-2022,Sew Eurodrive Chile Motores Reducto,7577000,alejandro.jara@sew-eurodrive.cl,SOPRAVAL S.A.,Disponible
CL,CLP,6337,76232027-4,33,"963,900.00",17-03-2022,18-04-2022,Experto bags SA,985209711,etovar@expertobags.l,SOPRAVAL S.A.,Disponible
CL,CLP,288293,83877600-0,33,"878,998.00",11-03-2022,11-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,SOPRAVAL S.A.,Disponible
CL,CLP,97685,78075630-6,33,"1,011,500.00",16-03-2022,18-04-2022,Sew Eurodrive Chile Motores Reducto,7577000,alejandro.jara@sew-eurodrive.cl,SOPRAVAL S.A.,Disponible
CL,CLP,105267,99549330-6,33,"104,262.00",10-03-2022,11-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,SOPRAVAL S.A.,Disponible
CL,CLP,6336,76232027-4,33,"941,885.00",17-03-2022,18-04-2022,Experto bags SA,985209711,etovar@expertobags.l,SOPRAVAL S.A.,Disponible
CL,CLP,288292,83877600-0,33,"2,432,803.00",11-03-2022,11-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,SOPRAVAL S.A.,Disponible
CL,CLP,2098468,96584300-0,33,"1,248,616.00",11-03-2022,11-04-2022,International Paper Cartones Ltda,2,carmen.leon@ipaper.com,SOPRAVAL S.A.,Disponible
CL,CLP,2201172,92307000-1,33,"746,619.00",11-03-2022,11-04-2022,Rhona Sa,2320600,Industrial@Rhona.Cl,SOPRAVAL S.A.,Disponible
CL,CLP,157058,81286300-2,33,"606,513.00",10-03-2022,11-04-2022,CIA TRATAMIENTOS DE AGUA Y COMBUSTI,5828800,cotaco@cotaco.cl,SOPRAVAL S.A.,Disponible
CL,CLP,658,77986780-3,33,"285,600.00",17-03-2022,18-04-2022,SERVICIOS REPARACIONES PLASTICAS,6322173,Sereplas@Aldunate.Tie.Cl,SOPRAVAL S.A.,Disponible
CL,CLP,63,13205926-8,33,"416,500.00",17-03-2022,18-04-2022,GERMAN ANTONIO LOPEZ REYES,9,gantoniolopezr@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,12034,76161964-0,33,"100,248.00",11-03-2022,11-04-2022,Impor. Y Export. Austral Group Ltda,27898294,marcial.diaz@australgroup.cl,SOPRAVAL S.A.,Disponible
CL,CLP,105232,99549330-6,33,"8,593,410.00",10-03-2022,11-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,SOPRAVAL S.A.,Disponible
CL,CLP,105231,99549330-6,33,"6,144,721.00",10-03-2022,11-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,SOPRAVAL S.A.,Disponible
CL,CLP,12032,76161964-0,33,"282,834.00",11-03-2022,11-04-2022,Impor. Y Export. Austral Group Ltda,27898294,marcial.diaz@australgroup.cl,SOPRAVAL S.A.,Disponible
CL,CLP,62,13205926-8,33,"416,500.00",17-03-2022,18-04-2022,GERMAN ANTONIO LOPEZ REYES,9,gantoniolopezr@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,74653,96590620-7,33,"14,704,801.00",17-03-2022,18-04-2022,COEMBAL CHILE S A,3958000,corellana@coexpan.cl,SOPRAVAL S.A.,Disponible
CL,CLP,242,76335247-1,33,"722,330.00",18-03-2022,18-04-2022,ARMAR INGENIERIA S.P.A.,,teupaltda@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,68,76945452-7,33,"4,216,494.00",18-03-2022,18-04-2022,COMERCIAL BARCAR SPA,979924016,cristian.barrera@barcar.cl,SOPRAVAL S.A.,Disponible
CL,CLP,7100,76129363-K,33,"481,831.00",18-03-2022,18-04-2022,Maestranza Emilio Villegas E Hijos,,maestranzavillegasltda@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,19379,76572870-3,33,"1,228,796.00",17-03-2022,18-04-2022,Techfoods S.A.,9,ccaro@techfoods.cl,SOPRAVAL S.A.,Disponible
CL,CLP,773588,76911637-0,33,"353,059.00",17-03-2022,18-04-2022,Messer Chile Limitada,7794207,Miguel.Vega@messer-cl.com,SOPRAVAL S.A.,Disponible
CL,CLP,67,76945452-7,33,"1,646,646.00",18-03-2022,18-04-2022,COMERCIAL BARCAR SPA,979924016,cristian.barrera@barcar.cl,SOPRAVAL S.A.,Disponible
CL,CLP,1891104,79921330-3,33,"3,522,400.00",18-03-2022,18-04-2022,Dps Chile Comercial Ltda,2,ctello@dpschile.cl,SOPRAVAL S.A.,Disponible
CL,CLP,9923,76424018-9,33,"422,450.00",18-03-2022,18-04-2022,Soc. Impresos La Prensa Ltda.,2411890,contacto@impresoslaprensa.cl,SOPRAVAL S.A.,Disponible
CL,CLP,18950,76473560-9,33,"353,430.00",17-03-2022,18-04-2022,TRANSPORTE DISTRIBUCION Y COMERCIO,9340970,sellos@tdcsa.cl,SOPRAVAL S.A.,Disponible
CL,CLP,10133,78737740-8,33,"701,341.00",18-03-2022,18-04-2022,Spraying Systems Co de Chile Ltda.,2360857,yasnadiaz@ssco.cl,SOPRAVAL S.A.,Disponible
CL,CLP,70303,77597320-K,33,"10,374,547.00",17-03-2022,18-04-2022,LABORATORIO DE ANALISIS Y DE SERVIC,56,nicole.gonzalez@mxns.com,SOPRAVAL S.A.,Disponible
CL,CLP,19382,76572870-3,33,"485,938.00",17-03-2022,18-04-2022,Techfoods S.A.,9,ccaro@techfoods.cl,SOPRAVAL S.A.,Disponible
CL,CLP,843,77017406-6,33,"452,200.00",17-03-2022,18-04-2022,BUFALO ROPES SPA,967695688,contacto@cordeleschile.cl,SOPRAVAL S.A.,Disponible
CL,CLP,840,6995778-1,33,"255,850.00",17-03-2022,18-04-2022,Elias Josue Araya Lopez,998293223,clautapia22@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,839,6995778-1,33,"1,896,357.00",17-03-2022,18-04-2022,Elias Josue Araya Lopez,998293223,clautapia22@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,773589,76911637-0,33,"353,059.00",17-03-2022,18-04-2022,Messer Chile Limitada,7794207,Miguel.Vega@messer-cl.com,SOPRAVAL S.A.,Disponible
CL,CLP,446,76476612-1,33,"1,001,980.00",17-03-2022,18-04-2022,Ingenieria y Mantencion Peter Sarmi,68268887,peter.sarmiento01@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,33535,78727230-4,33,"493,636.00",17-03-2022,18-04-2022,Videojet Chile Codificadora Ltda.,224762831,isabel.andaur@videojet.com,SOPRAVAL S.A.,Disponible
CL,CLP,244344,99534220-0,33,"2,157,816.00",17-03-2022,18-04-2022,Cartocor Chile S.A.,334300,enquiroga@arcor.com,SOPRAVAL S.A.,Disponible
CL,CLP,1522,76432338-6,34,"295,000.00",17-03-2022,18-04-2022,SOCIEDAD OLGUIN Y COMPANIA LIMITADA,33,tia.loli@hotmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,10027233,96670840-9,33,"261,973.00",17-03-2022,18-04-2022,Dimerc S.A.,223858000,Lilian.Salinas@dimerc.cl,SOPRAVAL S.A.,Disponible
CL,CLP,244345,99534220-0,33,"1,709,155.00",17-03-2022,18-04-2022,Cartocor Chile S.A.,334300,enquiroga@arcor.com,SOPRAVAL S.A.,Disponible
CL,CLP,841,6995778-1,33,"595,000.00",17-03-2022,18-04-2022,Elias Josue Araya Lopez,998293223,clautapia22@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,12560,76774170-7,33,"3,039,677.00",18-03-2022,18-04-2022,BUSCH CHILE S.A.,7387092,Fernando.Venegas@busch.cl,SOPRAVAL S.A.,Disponible
CL,CLP,33972,99578270-7,33,"592,799.00",18-03-2022,18-04-2022,EADEC CHILE S.A.,6349071,psarabia@eadec.cl,SOPRAVAL S.A.,Disponible
CL,CLP,16178,76233013-K,33,"465,285.00",18-03-2022,18-04-2022,Spirax-Sarco Chile Ltda.,26162557,felipe.cornejo@cl.SpiraxSarco.com,SOPRAVAL S.A.,Disponible
CL,CLP,1462809,99510910-7,33,"174,667.00",18-03-2022,18-04-2022,SEGURYCEL SA,226807,igtraverso@segurycel.cl,SOPRAVAL S.A.,Disponible
CL,CLP,374,77048043-4,33,"3,403,400.00",18-03-2022,18-04-2022,MONTEFRIO REFRIGERACION INDUSTRIAL,226341448,pmontecinos@montefrio.cl,SOPRAVAL S.A.,Disponible
CL,CLP,914,76119291-4,33,"1,317,181.00",18-03-2022,18-04-2022,SOCIEDAD DE SERVICIOS INDUSTRIALES,,lmpizarro55@hotmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,213260,85275700-0,33,"509,067.00",18-03-2022,18-04-2022,ARRENDAMIENTO DE MAQUINARIAS SPA,8542299,rlopez@arrimaq.com,SOPRAVAL S.A.,Disponible
CL,CLP,527,76260674-7,34,"348,533.00",18-03-2022,18-04-2022,SOCIEDAD DE SERVICIOS VSAPP LIMITAD,323140552,jose.pinilla@vsapp.cl,SOPRAVAL S.A.,Disponible
CL,CLP,377,77048043-4,33,"3,883,156.00",18-03-2022,18-04-2022,MONTEFRIO REFRIGERACION INDUSTRIAL,226341448,pmontecinos@montefrio.cl,SOPRAVAL S.A.,Disponible
CL,CLP,915,76119291-4,33,"2,001,431.00",18-03-2022,18-04-2022,SOCIEDAD DE SERVICIOS INDUSTRIALES,,lmpizarro55@hotmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,56137,96967550-1,33,"867,299.00",18-03-2022,18-04-2022,ANALISIS AMBIENTALES S A,6943271,mpetito@anam.cl,SOPRAVAL S.A.,Disponible
CL,CLP,844,6995778-1,33,"297,500.00",18-03-2022,18-04-2022,Elias Josue Araya Lopez,998293223,clautapia22@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,1142,12777395-5,33,"1,284,986.00",18-03-2022,18-04-2022,RENE FRANCISCO ATENAS DONOSO,9,rene.atenas.donoso@gmail.com,SOPRAVAL S.A.,Disponible
CL,CLP,1565,76409733-5,33,"4,840,920.00",18-03-2022,18-04-2022,SMARTCLARITY SPA,225028385,jaime.lopez@smartclarity.com,SOPRAVAL S.A.,Disponible
CL,CLP,1462808,99510910-7,33,"153,010.00",18-03-2022,18-04-2022,SEGURYCEL SA,226807,igtraverso@segurycel.cl,SOPRAVAL S.A.,Disponible
CL,CLP,1462806,99510910-7,33,"365,211.00",18-03-2022,18-04-2022,SEGURYCEL SA,226807,igtraverso@segurycel.cl,SOPRAVAL S.A.,Disponible
CL,CLP,375,77048043-4,33,"1,237,600.00",18-03-2022,18-04-2022,MONTEFRIO REFRIGERACION INDUSTRIAL,226341448,pmontecinos@montefrio.cl,SOPRAVAL S.A.,Disponible
